uri;idLegislaturaFinal;nomeCivil
https://dadosabertos.camara.leg.br/api/v2/deputados/220587;57;GEHLEN DINIZ ANDRADE
https://dadosabertos.camara.leg.br/api/v2/deputados/204394;57;GERVÁSIO AGRIPINO MAIA
https://dadosabertos.camara.leg.br/api/v2/deputados/74383;57;FERNANDO LÚCIO GIACOBO
https://dadosabertos.camara.leg.br/api/v2/deputados/204491;57;GILBERTO APARECIDO ABRAMO
https://dadosabertos.camara.leg.br/api/v2/deputados/74270;57;GILBERTO NASCIMENTO SILVA
https://dadosabertos.camara.leg.br/api/v2/deputados/220529;57;GILSON DANIEL BATISTA
https://dadosabertos.camara.leg.br/api/v2/deputados/204365;57;GILSON MARQUES VIEIRA
https://dadosabertos.camara.leg.br/api/v2/deputados/220526;57;GILVAN AGUIAR COSTA
https://dadosabertos.camara.leg.br/api/v2/deputados/220531;57;GILVAM MAXIMO
https://dadosabertos.camara.leg.br/api/v2/deputados/160673;57;GIOVANI CHERINI
https://dadosabertos.camara.leg.br/api/v2/deputados/226179;57;GISELA SIMONA VIANA DE SOUZA
https://dadosabertos.camara.leg.br/api/v2/deputados/152605;57;GLAUBER DE MEDEIROS BRAGA
https://dadosabertos.camara.leg.br/api/v2/deputados/204419;57;GLAUSKSTON BATISTA RIOS
https://dadosabertos.camara.leg.br/api/v2/deputados/107283;57;GLEISI HELENA HOFFMANN
https://dadosabertos.camara.leg.br/api/v2/deputados/198197;57;GREYCE DE QUEIROZ ELIAS
https://dadosabertos.camara.leg.br/api/v2/deputados/220639;57;GUILHERME CASTRO BOULOS
https://dadosabertos.camara.leg.br/api/v2/deputados/204531;57;GUILHERME MURARO DERRITE
https://dadosabertos.camara.leg.br/api/v2/deputados/220664;57;GUILHERME A. UCHOA CAVALCANTI PESSOA DE MELO JUNIOR
https://dadosabertos.camara.leg.br/api/v2/deputados/220568;57;GUSTAVO GAYER MACHADO DE ARAUJO
https://dadosabertos.camara.leg.br/api/v2/deputados/204408;57;LUIZ AUGUSTO CARVALHO RIBEIRO FILHO
https://dadosabertos.camara.leg.br/api/v2/deputados/204456;57;GUTEMBERG REIS DE OLIVEIRA
https://dadosabertos.camara.leg.br/api/v2/deputados/178964;57;HEITOR JOSE SCHUCH
https://dadosabertos.camara.leg.br/api/v2/deputados/178873;57;HELDER IGNACIO SALOMAO
https://dadosabertos.camara.leg.br/api/v2/deputados/220537;57;MARIA HELENA TEIXEIRA LIMA
https://dadosabertos.camara.leg.br/api/v2/deputados/178909;57;HELIO LEITE DA SILVA
https://dadosabertos.camara.leg.br/api/v2/deputados/204444;57;HELIO FERNANDO BARBOSA LOPES
https://dadosabertos.camara.leg.br/api/v2/deputados/220672;57;HENDERSON LIRA PINTO
https://dadosabertos.camara.leg.br/api/v2/deputados/204539;57;HERCÍLIO ARAÚJO DINIZ FILHO
https://dadosabertos.camara.leg.br/api/v2/deputados/141450;57;HUGO LEAL MELO DA SILVA
https://dadosabertos.camara.leg.br/api/v2/deputados/160674;57;HUGO MOTTA WANDERLEY DA NÓBREGA
https://dadosabertos.camara.leg.br/api/v2/deputados/220563;57;ICARO BARBOSA COSTA
https://dadosabertos.camara.leg.br/api/v2/deputados/204533;57;ANTONIO IDILVAN DE LIMA ALENCAR
https://dadosabertos.camara.leg.br/api/v2/deputados/204508;57;IGOR TARCIANO TIMO
https://dadosabertos.camara.leg.br/api/v2/deputados/98615;57;ISMAEL DOS SANTOS
https://dadosabertos.camara.leg.br/api/v2/deputados/220570;57;ISMAEL ALEXANDRINO JUNIOR
https://dadosabertos.camara.leg.br/api/v2/deputados/204436;57;ISNALDO BULHOES BARROS JUNIOR
